CURRENT,PREVIOUS,WEIGHT,NAT,LAB,NZF,UF,ACT,GRN,MAO
LAB,LAB,0.77,3,8,2,2,0,7,8
LAB,LAB,0.3,0,10,5,5,0,5,0
LAB,LAB,0.69,4,8,3,5,7,8,5
NZF,LAB,0.38,5,6,6,5,4,3,3
LAB,LAB,0.77,4,7,1,1,1,4,5
LAB,LAB,0.3,0,10,0,0,0,0,0
LAB,LAB,0.98,3,10,6,2,0,7,0
LAB,LAB,0.3,9,10,0,0,0,7,0
NAT,NAT,2.42,10,0,0,0,0,0,0
NAT,NAT,0.49,9,5,0,5,5,0,5
NAT,NAT,0.35,10,0,1,1,3,0,1
NAT,NAT,0.77,7,4,4,6,6,3,5
ACT,DK,1.93,6,0,2,4,7,0,2
LAB,LAB,0.59,2,7,6,0,0,4,2
ACT,NAT,1.17,6,5,2,1,5,4,2
NAT,NAT,3.33,9,3,3,2,2,0,0
NAT,LAB,0.67,10,2,2,2,5,5,5
GRN,GRN,0.42,3,4,5,5,0,10,7
GRN,GRN,0.96,3,8,2,2,2,9,4
NAT,NAT,1.17,10,0,0,10,10,7,10
LAB,No Vote,1.48,5,5,0,0,0,0,0
GRN,GRN,0.35,3,8,0,0,1,9,0
LAB,LAB,0.3,4,7,4,4,4,6,5
NAT,NAT,3.27,10,3,4,0,0,0,0
LAB,LAB,1.47,0,0,0,0,0,0,0
LAB,NZF,0.77,5,8,5,0,0,6,5
NAT,LAB,2.92,10,10,0,0,0,0,0
No Vote,NZF,2.96,5,5,8,6,6,5,5
GRN,LAB,0.42,3,9,3,5,1,10,7
LAB,LAB,0.98,2,10,0,0,0,7,0
ACT,ACT,0.45,10,3,1,3,10,0,3
LAB,LAB,0.98,0,8,5,0,0,6,4
LAB,LAB,0.55,5,8,4,3,3,4,3
LAB,LAB,0.77,9,10,0,0,0,5,5
NAT,NAT,1.64,7,5,0,0,0,7,5
LAB,LAB,0.31,5,8,8,0,0,0,6
LAB,LAB,0.31,2,10,3,6,4,6,1
LAB,LAB,1.47,5,6,0,0,0,0,0
NAT,NAT,0.35,9,4,7,5,7,0,7
LAB,LAB,0.46,7,6,3,0,2,6,1
NAT,NAT,0.53,10,0,2,5,5,0,0
LAB,LAB,0.55,0,10,6,4,0,8,5
LAB,LAB,0.55,9,10,9,0,0,6,5
NAT,NAT,0.38,7,5,3,3,5,2,6
NAT,NAT,0.33,7,4,2,0,1,0,3
NAT,NAT,0.62,10,3,2,4,4,0,7
LAB,LAB,0.31,5,10,7,0,0,0,0
LAB,LAB,0.46,4,10,0,0,2,8,6
LAB,LAB,0.79,1,10,5,0,5,8,5
LAB,LAB,0.98,9,9,7,5,7,7,5
NAT,NAT,4.48,7,5,0,5,5,0,0
NAT,NAT,3.33,10,5,4,5,5,6,8
LAB,LAB,1.61,6,7,5,3,2,2,2
LAB,LAB,0.3,5,10,5,5,0,5,5
NAT,NAT,0.42,7,5,2,5,4,4,6
NAT,NAT,0.33,10,0,6,5,5,0,2
NAT,LAB,3.57,5,3,1,1,5,1,4
NAT,NAT,0.53,8,4,1,4,5,2,4
LAB,LAB,0.77,5,5,3,0,5,3,0
NAT,NAT,0.53,8,3,5,5,5,2,2
NAT,MAO,0.92,3,2,0,4,4,5,7
LAB,LAB,0.3,6,9,6,2,1,8,8
LAB,LAB,1.12,0,8,0,0,0,0,3
NAT,NAT,3.27,0,0,0,0,0,0,0
NAT,NAT,1.48,9,3,0,0,9,3,7
LAB,LAB,1.47,0,10,0,0,5,0,0
GRN,LAB,1.62,3,8,0,6,0,10,9
NAT,DK,1,7,6,2,6,3,5,2
NZF,NZF,0.45,5,5,8,2,0,5,4
NZF,NZF,0.25,0,8,0,0,0,0,0
LAB,LAB,1.47,8,10,5,3,6,1,8
NAT,NZF,2.42,8,3,6,4,6,1,2
NAT,LAB,0.34,7,5,3,0,0,5,0
GRN,LAB,0.42,6,3,0,0,0,0,6
NAT,NAT,0.53,9,4,4,5,6,6,5
NAT,NAT,0.35,10,4,2,2,4,2,2
NAT,NAT,0.62,8,6,0,0,0,8,0
NZF,LAB,0.48,3,10,10,3,1,7,7
LAB,PRO,0.98,3,6,1,1,0,6,0
LAB,LAB,3.19,6,5,4,1,2,4,2
UF,UF,0.4,8,6,0,5,2,3,1
NAT,LAB,1.64,0,0,0,0,0,0,0
NAT,NAT,0.33,8,1,1,0,3,0,0
ACT,LAB,0.93,8,5,3,7,7,1,5
NAT,No Vote,0.33,9,0,0,1,1,0,1
NAT,NAT,0.33,10,0,0,5,3,0,0
NAT,NAT,2.92,8,4,0,4,6,1,7
NAT,NAT,0.33,7,4,1,3,4,2,4
GRN,GRN,0.84,4,8,5,5,0,10,5
NAT,LAB,0.67,6,5,3,1,3,0,0
LAB,LAB,0.31,4,9,2,4,2,7,3
No Vote,NAT,1.21,10,0,5,5,5,5,7
Kiwi,UF,0.62,5,0,4,7,5,0,5
No Vote,No Vote,3.33,0,0,0,0,0,0,0
NAT,NAT,1.65,8,0,5,5,5,2,5
LAB,LAB,2.16,0,10,0,0,0,0,0
LAB,LAB,0.55,6,8,3,3,2,3,2
LAB,LAB,0.3,5,7,5,4,1,3,5
No Vote,LAB,2.81,0,0,0,0,0,0,0
LAB,GRN,0.34,6,6,2,1,2,5,4
GRN,LAB,0.35,0,8,2,0,0,0,8
LAB,LAB,0.77,3,4,2,1,1,1,0
LAB,LAB,1.61,2,9,1,5,0,8,6
LAB,LAB,0.3,2,10,1,0,1,2,0
NAT,ACT,0.53,8,1,3,5,6,2,6
UF,UF,0.46,6,6,4,8,2,6,7
PRO,NZF,0.94,6,4,2,5,4,6,3
ACT,DK,0.93,7,7,7,2,7,3,5
NAT,NAT,0.53,10,3,1,4,3,5,7
NAT,NAT,1.1,9,0,0,0,0,0,0
LAB,LAB,0.46,6,8,0,0,2,6,8
NAT,NAT,0.33,10,0,0,6,6,0,6
NAT,NAT,0.35,10,5,0,5,5,5,0
LAB,No Vote,2.92,0,0,0,0,0,0,0
NAT,GRN,0.34,7,3,3,0,3,7,6
GRN,GRN,0.73,7,5,0,5,5,10,3
LAB,LAB,0.31,1,10,5,1,0,3,0
LAB,LAB,0.79,5,8,1,1,3,8,5
LAB,LAB,3.19,1,10,0,0,0,0,1
NAT,UF,0.26,8,4,2,4,2,3,5
NAT,NAT,0.26,10,2,1,1,9,6,3
PRO,Alliance,0.7,0,8,0,0,0,5,0
NAT,LAB,1.1,8,6,6,3,1,4,0
NAT,LAB,2.42,5,5,5,5,5,8,0
LAB,LAB,0.3,2,10,3,0,0,10,5
LAB,LAB,0.6,0,10,0,0,3,0,1
NAT,NAT,0.77,8,3,3,6,6,2,2
ACT,NAT,0.72,10,3,5,6,6,3,2
No Vote,LAB,1.21,7,7,8,0,0,4,0
LAB,LAB,1.47,5,9,0,0,0,7,3
NAT,NAT,1.65,8,6,2,2,3,3,1
NAT,NAT,0.53,8,1,0,8,5,4,8
NAT,NAT,0.33,9,2,3,0,6,0,4
NZF,NZF,0.79,10,6,0,2,2,1,4
NAT,NAT,0.86,8,4,4,4,0,0,5
NAT,NAT,0.33,10,5,0,0,0,0,0
NAT,NAT,0.33,10,3,5,6,7,5,0
NAT,LAB,0.33,8,2,1,1,6,1,0
GRN,DK,0.73,7,7,2,0,2,7,5
LAB,PRO,1.36,3,10,0,0,0,8,0
NAT,NZF,2.92,8,5,2,4,1,1,3
NAT,LAB,1.64,5,5,0,0,0,0,0
LAB,LAB,0.69,2,10,5,1,0,5,1
NAT,NAT,0.33,8,0,5,6,7,0,1
LAB,LAB,0.98,5,10,5,3,0,10,10
No Vote,No Vote,0.47,0,0,0,0,0,0,0
LAB,LAB,0.98,0,10,5,0,0,5,5
NZF,NZF,0.25,4,8,10,0,1,10,3
Kiwi,UF,3.08,5,0,4,7,0,0,0
ACT,UF,0.37,7,0,2,10,1,0,2
GRN,GRN,0.32,2,7,3,4,2,8,4
NAT,NAT,0.62,8,1,1,6,6,4,4
NAT,NAT,0.35,10,3,4,2,7,0,7
NAT,NAT,0.67,7,4,9,1,1,0,3
NAT,NAT,1.52,8,6,0,5,5,6,6
NAT,LAB,0.35,5,3,0,2,3,3,0
NAT,DK,1.64,0,0,0,0,0,0,0
NAT,NAT,0.35,10,7,0,5,7,1,7
GRN,GRN,0.37,5,10,2,5,2,10,10
NAT,LAB,1,7,4,5,5,0,3,6
GRN,GRN,1.56,5,5,5,5,5,7,5
NAT,NAT,2.42,9,4,0,3,3,3,1
LAB,LAB,0.34,2,9,3,2,0,8,4
NAT,NAT,0.33,7,3,0,4,4,0,0
NAT,NAT,0.67,8,4,0,2,4,3,2
NZF,LAB,0.25,4,8,8,1,1,7,4
LAB,LAB,0.55,4,7,5,5,5,7,0
NAT,No Vote,0.17,8,5,0,0,8,0,0
LAB,LAB,0.47,8,9,0,0,2,3,4
NZF,LAB,0.21,5,9,6,3,1,6,4
NAT,NAT,1.19,7,3,1,0,7,4,1
NAT,NAT,0.77,6,5,3,7,6,0,3
NAT,NAT,1.1,10,5,6,6,8,0,0
NAT,NAT,1.65,8,4,1,5,5,5,5
LAB,LAB,0.59,3,9,4,1,0,8,9
LAB,LAB,0.3,0,10,5,0,0,0,0
LAB,LAB,2.33,5,10,5,1,1,1,1
NAT,NAT,0.66,8,2,1,7,7,3,5
NAT,NAT,0.42,10,0,0,4,8,0,4
LAB,LAB,0.76,8,10,5,2,0,9,2
LAB,LAB,0.3,1,8,1,1,1,9,9
LAB,LAB,0.31,0,10,0,0,0,0,0
NAT,DK,0.51,10,0,6,0,4,0,7
NAT,NAT,0.35,9,4,1,8,9,2,6
LAB,LAB,0.31,5,5,3,5,2,6,2
ACT,ACT,0.93,10,0,3,5,10,0,6
NAT,Destiny,0.77,9,2,1,7,6,1,5
No Vote,DK,1.56,0,0,0,0,0,0,0
NAT,NAT,0.33,10,7,2,3,4,0,5
LAB,LAB,0.3,3,10,10,2,0,4,2
NAT,DK,0.66,7,3,5,5,4,3,5
NAT,LAB,0.33,8,8,0,1,1,0,6
NAT,NAT,1.17,10,0,0,1,7,1,6
ACT,NAT,0.35,10,0,0,0,8,0,0
ACT,DK,0.35,8,2,0,2,9,0,2
NAT,NAT,0.38,8,3,1,1,7,3,4
NAT,LAB,1,4,9,0,1,2,8,5
GRN,GRN,0.59,0,5,3,1,0,10,5
NAT,NAT,0.35,9,3,4,7,0,1,5
LAB,LAB,1.47,10,0,0,0,0,0,0
NAT,NAT,0.35,10,1,0,0,3,0,3
NZF,NZF,0.24,5,8,10,0,0,5,4
ACT,ACT,0.66,10,1,0,5,8,2,0
NAT,NAT,2.42,9,4,4,0,2,2,0
NAT,NAT,0.62,10,6,2,7,8,6,4
NAT,NAT,0.35,8,3,0,5,7,5,0
NAT,LAB,0.35,10,8,1,7,9,5,0
LAB,LAB,0.6,0,8,2,0,0,0,0
LAB,LAB,0.6,5,5,0,0,2,3,0
LAB,GRN,0.15,8,8,0,0,5,9,8
NAT,GRN,1.52,7,4,3,5,7,5,8
LAB,GRN,0.34,0,7,0,0,0,8,5
LAB,LAB,0.3,4,9,0,0,0,8,0
ACT,ACT,0.93,9,1,1,5,10,1,1
LAB,LAB,0.3,7,10,8,8,1,9,0
NZF,NZF,0.25,7,7,9,8,6,8,5
NAT,NZF,0.86,7,5,4,3,5,2,2
LAB,LAB,0.59,4,6,0,0,2,0,0
NAT,NAT,2.92,8,6,3,6,6,3,6
ACT,NAT,0.57,6,0,5,5,5,0,0
NAT,NAT,0.33,10,0,6,6,6,0,5
NAT,NAT,0.34,10,0,0,2,10,0,1
GRN,LAB,1.67,7,10,5,2,3,10,0
NAT,LAB,0.35,10,2,0,0,0,3,0
NAT,NAT,0.51,10,2,1,5,7,0,5
LAB,NZF,0.3,7,9,10,5,0,8,0
NAT,ACT,2.92,8,5,2,5,7,4,7
NZF,NZF,0.79,2,10,6,2,1,3,0
NAT,NAT,0.86,10,5,0,7,7,6,7
ACT,NAT,0.93,7,3,7,5,8,5,0
LAB,Alliance,8.18,2,9,6,6,6,9,4
LAB,LAB,0.29,0,7,0,0,0,7,5
GRN,GRN,1.09,1,6,0,0,0,0,2
GRN,LAB,0.96,3,8,0,1,1,9,6
GRN,PRO,0.42,4,9,3,5,1,10,6
NAT,NAT,0.34,6,5,2,0,0,5,0
NAT,NAT,0.62,10,0,0,0,0,0,0
LAB,NAT,0.69,5,6,3,1,2,0,0
NAT,NAT,2.42,10,2,2,5,8,0,0
GRN,LAB,1.67,5,8,1,3,3,8,1
LAB,LAB,1.61,7,10,4,4,4,6,2
NAT,NAT,1.64,10,0,0,0,0,0,0
NAT,LAB,0.77,7,6,2,6,4,4,5
NAT,LAB,0.62,8,4,3,2,2,9,8
LAB,LAB,0.6,0,10,5,0,0,8,5
NAT,NAT,0.33,8,0,4,2,6,0,0
NAT,NAT,1.52,10,2,0,5,5,1,3
LAB,LAB,0.31,8,9,0,0,0,0,0
LAB,,2.16,0,0,0,0,0,0,0
LAB,LAB,0.6,5,5,5,1,5,5,5
GRN,GRN,0.35,1,9,1,3,1,9,7
LAB,LAB,0.79,0,10,8,0,0,10,6
NAT,NAT,0.35,8,2,0,0,4,1,4
GRN,LAB,0.37,1,9,3,3,0,10,6
LAB,LAB,0.3,4,8,5,3,2,7,7
GRN,LAB,0.42,1,5,1,0,0,7,5
GRN,DK,0.36,6,6,1,2,1,4,5
LAB,LAB,0.98,5,5,5,0,0,0,0
LAB,LAB,0.3,4,8,1,3,2,4,1
LAB,LAB,0.23,1,10,5,2,0,7,3
NAT,NAT,1.56,9,1,0,5,4,0,5
LAB,LAB,0.59,3,7,4,3,3,7,5
NAT,NAT,0.33,8,0,0,5,8,1,0
No Vote,No Vote,0.92,6,6,0,5,5,0,7
NAT,NAT,0.86,9,0,0,0,0,0,0
NAT,NAT,0.86,8,4,6,6,4,0,4
LAB,LAB,0.48,0,10,10,0,0,6,6
LAB,LAB,0.48,3,9,6,2,2,7,4
NAT,NAT,0.33,10,0,0,8,8,0,8
LAB,LAB,0.77,5,4,3,3,3,2,3
LAB,LAB,0.55,6,9,4,4,0,5,5
NAT,LAB,0.62,7,6,6,6,6,3,3
NAT,LAB,0.67,5,4,3,4,4,3,2
LAB,DK,0.31,5,0,0,0,0,0,0
LAB,LAB,3.22,0,8,5,5,2,8,3
NAT,LAB,0.29,5,10,5,1,1,5,8
LAB,LAB,0.89,4,9,2,2,2,8,5
LAB,LAB,0.3,6,9,2,5,1,8,8
NAT,NAT,0.62,9,3,1,7,5,4,3
NAT,NAT,1.52,7,0,2,5,6,2,2
NZF,NZF,1.18,2,6,8,5,0,0,5
GRN,DK,1.67,5,5,4,4,4,6,1
NAT,LAB,1,7,6,2,4,4,6,0
NAT,NAT,0.62,9,5,3,2,1,2,2
NAT,LAB,0.67,10,3,5,6,6,8,0
LAB,GRN,1.32,3,7,5,2,2,7,5
GRN,LAB,2.65,3,8,6,3,3,8,1
NAT,ACT,0.32,8,3,0,5,7,7,5
LAB,LAB,0.6,0,10,0,0,0,10,10
NAT,LAB,1,8,8,0,5,2,6,0
NAT,DK,2.42,7,1,7,7,7,3,5
LAB,,0.98,0,10,10,0,0,0,0
NAT,NAT,0.35,5,4,3,0,3,0,0
GRN,GRN,0.84,1,8,0,0,0,10,5
LAB,DK,0.55,0,6,4,4,3,6,0
LAB,LAB,0.69,3,10,1,1,1,1,1
NAT,NAT,0.35,9,4,0,6,6,8,5
NAT,NAT,0.53,8,6,1,1,8,6,1
NAT,NAT,0.67,10,6,0,0,6,0,6
NZF,LAB,0.48,1,9,9,1,0,0,0
NAT,NAT,0.33,8,6,5,5,3,3,5
NAT,NZF,3.57,9,3,2,7,9,2,5
NAT,NAT,0.53,10,6,1,0,0,6,1
NAT,DK,1.61,8,8,5,0,0,0,0
NAT,LAB,1.1,8,8,0,0,0,0,0
LAB,LAB,3.19,0,5,1,0,0,5,1
NAT,NAT,0.86,7,3,3,1,7,6,5
NAT,NAT,0.88,10,4,0,0,7,0,0
LAB,LAB,1.36,0,8,2,0,6,6,1
GRN,GRN,0.73,3,7,3,0,0,10,7
NZF,LAB,0.47,5,8,8,5,0,6,7
NAT,NAT,0.33,10,0,8,0,5,0,1
LAB,LAB,0.89,5,9,5,0,1,9,7
LAB,LAB,0.46,4,6,1,6,1,6,6
GRN,NAT,0.73,7,5,5,7,5,7,5
LAB,LAB,2.6,6,9,4,2,3,2,5
NAT,NAT,0.33,5,0,0,5,3,0,2
NZF,LAB,0.24,8,8,5,2,2,4,5
LAB,LAB,1.36,5,8,3,2,2,5,2
NAT,NAT,0.77,8,2,0,6,5,4,6
LAB,LAB,0.98,0,10,3,1,0,0,4
LAB,LAB,0.55,0,10,6,5,0,9,8
NAT,NAT,0.67,6,2,0,5,3,1,0
NAT,NAT,0.34,7,5,5,2,7,5,0
NAT,NAT,0.67,10,5,5,5,5,5,5
LAB,LAB,0.31,0,10,5,9,2,10,5
LAB,No Vote,0.79,2,9,0,0,3,8,8
NAT,LAB,0.88,8,6,0,4,6,7,6
NAT,NAT,0.88,10,3,0,0,10,3,0
LAB,LAB,0.31,8,10,1,8,0,9,0
LAB,LAB,0.49,5,8,0,3,2,4,0
NAT,NAT,0.77,8,5,0,3,4,7,3
NAT,LAB,1,8,6,5,5,5,5,5
GRN,DK,0.42,5,5,5,5,5,5,5
LAB,,0.69,3,9,5,3,0,9,6
NAT,UF,1,10,7,2,10,5,5,0
NAT,NAT,0.53,8,3,3,7,6,4,4
NAT,NAT,0.35,10,3,0,3,1,0,1
NAT,NAT,0.67,10,2,0,0,4,4,0
NAT,GRN,0.62,9,2,0,5,7,4,5
NAT,LAB,0.67,10,4,5,7,2,1,2
NAT,LAB,1.52,10,8,5,5,5,5,8
NZF,LAB,0.25,4,7,4,1,1,4,4
NAT,NAT,0.77,10,0,1,3,8,4,0
LAB,LAB,0.3,7,9,0,1,0,6,5
LAB,LAB,2.16,4,10,5,5,0,8,5
NAT,NAT,0.62,10,1,1,3,6,2,6
NAT,NAT,0.77,10,3,0,2,5,3,2
NAT,LAB,0.35,8,4,1,0,6,0,0
LAB,LAB,0.3,8,8,4,4,5,6,2
LAB,LAB,0.49,5,9,5,2,2,5,5
LAB,LAB,0.25,5,7,2,5,2,6,5
NAT,NAT,1.64,7,2,0,0,0,0,0
NAT,NAT,0.29,8,5,5,5,4,6,2
NAT,LAB,0.66,7,5,0,2,2,2,1
LAB,LAB,3.22,1,10,1,1,1,5,1
NAT,UF,0.35,5,5,3,4,3,4,3
NAT,NZF,1.48,10,2,2,2,2,4,10
NAT,NAT,0.35,8,5,0,5,7,5,8
NAT,DK,0.35,10,3,3,5,1,5,2
NAT,ACT,0.66,7,1,3,4,9,0,0
NAT,NAT,1.65,10,2,0,3,8,1,4
LAB,DK,3.05,5,7,0,5,0,5,0
GRN,GRN,0.56,6,6,1,6,3,8,5
NAT,NAT,0.35,10,4,6,1,0,0,7
NAT,NAT,2.42,10,2,0,7,8,0,8
NAT,NAT,0.35,8,4,1,1,1,7,3
NAT,NAT,0.62,10,5,3,5,5,1,0
LAB,LAB,0.34,3,7,0,0,0,7,2
NAT,NAT,0.35,9,3,0,3,2,0,0
NAT,LAB,1.21,6,5,2,2,0,9,5
LAB,LAB,1.48,5,8,5,0,0,5,5
NAT,LAB,0.35,7,5,3,3,5,5,0
NAT,NAT,0.67,10,5,0,5,5,5,5
LAB,LAB,0.3,6,10,7,0,0,2,1
LAB,NZF,0.3,0,10,0,0,0,0,0
NAT,DK,1.64,3,3,3,1,1,1,1
LAB,LAB,0.31,0,10,0,0,0,0,0
LAB,LAB,1.25,7,9,4,0,4,6,0
NAT,NAT,0.88,10,1,5,0,6,5,0
NAT,NAT,0.88,10,2,0,6,8,0,0
NAT,NAT,1.65,8,0,3,5,8,3,7
NAT,NAT,0.53,8,4,2,0,7,3,0
GRN,GRN,0.38,2,10,5,5,5,9,2
NAT,NAT,0.86,0,0,2,0,5,2,0
NAT,NAT,0.86,6,6,5,4,8,3,2
LAB,LAB,0.77,0,0,0,0,0,0,0
NAT,NAT,0.33,10,7,2,0,7,0,0
LAB,LAB,0.23,4,8,0,6,1,7,4
NAT,NAT,1.1,7,4,1,0,3,1,3
NZF,LAB,0.24,0,8,8,0,0,0,0
NAT,NAT,0.86,8,0,5,4,5,0,5
GRN,GRN,0.42,0,0,0,0,0,0,0
GRN,GRN,0.95,4,7,2,1,1,7,5
LAB,LAB,1.36,6,7,4,5,5,6,5
LAB,DK,1.36,2,10,5,0,0,3,5
GRN,GRN,1.09,0,7,0,0,0,10,7
LAB,LAB,1.32,0,10,0,0,0,0,0
GRN,,1.56,0,6,0,0,0,10,5
LAB,LAB,0.6,3,8,0,3,3,6,5
NAT,NAT,1.64,10,4,4,2,2,2,2
NAT,LAB,0.33,5,5,6,4,6,5,5
GRN,GRN,0.95,5,5,2,2,2,8,7
NAT,NAT,1.8,10,1,1,3,6,2,0
LAB,LAB,5.25,0,10,6,0,0,0,6
NAT,NAT,0.51,7,8,1,4,6,8,5
LAB,LAB,0.26,4,10,4,4,0,8,6
NAT,NAT,0.86,7,5,2,0,2,0,4
ACT,NAT,1.77,5,5,8,5,7,2,0
NAT,LAB,0.86,9,4,0,6,6,5,3
NAT,NAT,1.1,10,0,0,7,7,4,9
NAT,NZF,0.33,9,2,4,4,7,0,0
NAT,NAT,0.77,10,5,0,2,8,0,8
NAT,LAB,0.35,7,0,0,0,0,0,0
ACT,NAT,0.35,8,2,5,5,5,7,7
LAB,LAB,0.79,5,8,6,2,3,4,2
NZF,DK,0.48,4,0,8,0,0,0,0
NAT,NAT,0.17,8,6,0,0,0,9,2
LAB,LAB,1.36,10,10,5,0,9,9,7
NZF,NZF,0.25,5,0,10,0,0,0,0
LAB,LAB,0.31,0,0,0,0,0,0,0
NAT,NAT,0.62,8,5,1,1,3,1,5
NAT,UF,1.64,10,0,0,0,0,0,0
LAB,LAB,0.3,6,8,1,3,3,0,5
LAB,LAB,0.48,5,7,3,1,0,5,0
GRN,GRN,0.42,3,7,4,4,1,9,5
ACT,LAB,2.59,8,7,2,4,8,6,8
NAT,DK,0.35,5,5,0,0,4,1,0
LAB,LAB,1.39,5,10,1,1,5,10,5
NAT,GRN,0.62,8,5,5,5,2,7,5
NAT,NAT,0.35,10,5,3,0,0,0,6
LAB,LAB,0.15,2,10,0,0,0,0,10
NAT,NAT,1.39,7,4,4,3,3,2,1
NAT,DK,3.27,9,4,2,2,4,2,5
LAB,DK,0.6,0,0,0,0,0,0,0
ACT,NZF,0.37,8,2,3,2,6,3,8
NAT,NAT,0.34,10,2,5,7,7,3,5
LAB,LAB,0.3,5,10,0,0,0,0,0
NAT,NAT,1.1,9,6,8,0,3,0,9
LAB,LAB,3.19,5,10,4,0,0,6,10
LAB,LAB,0.77,4,9,1,5,0,10,8
GRN,GRN,0.42,3,8,2,2,1,10,10
NAT,NAT,0.33,8,3,0,6,7,4,5
LAB,LAB,0.29,2,8,2,0,0,7,5
GRN,GRN,0.38,6,5,0,0,3,8,0
LAB,GRN,0.3,3,8,5,0,0,10,5
LAB,LAB,2.16,4,8,6,5,3,7,3
PRO,ACT,0.28,10,7,3,5,4,3,4
NAT,NAT,2.92,10,3,2,5,9,5,5
NAT,NAT,0.33,10,0,5,8,6,0,6
NAT,NAT,0.66,8,6,2,5,4,2,5
LAB,LAB,2.37,5,8,3,3,0,7,5
NAT,No Vote,0.86,5,0,0,5,5,0,0
NAT,LAB,1.17,7,6,5,5,3,4,2
NAT,NAT,0.86,9,2,2,7,6,4,2
NAT,NAT,0.86,8,3,0,4,6,1,3
NAT,DK,0.53,7,6,0,5,4,4,0
ACT,ACT,0.93,8,2,3,4,9,3,6
NAT,NAT,0.38,9,1,0,0,0,0,0
LAB,LAB,,5,8,8,5,5,8,4
NAT,NAT,0.88,9,1,1,1,1,1,1
LAB,LAB,2.16,0,10,2,0,2,3,5
UF,UF,2.92,7,7,3,8,3,2,2
NAT,NAT,0.35,10,5,0,7,2,0,0
LAB,LAB,0.26,2,8,5,3,0,5,5
LAB,LAB,0.47,0,0,3,3,1,7,8
NAT,NAT,1.1,8,2,6,1,1,1,3
ACT,NZF,0.35,5,0,0,5,5,0,2
LAB,LAB,0.3,0,0,0,0,0,0,0
NAT,NAT,0.86,9,0,10,0,5,2,5
NAT,NAT,0.38,8,5,5,1,1,1,1
LAB,LAB,0.98,0,10,0,0,0,0,0
MAO,MAO,0.15,4,4,0,1,0,8,8
LAB,LAB,1.57,3,9,3,2,0,5,0
LAB,LAB,3.19,5,10,5,5,5,5,5
NAT,LAB,2.92,6,5,2,2,0,4,5
NAT,NAT,0.66,8,0,3,4,8,0,5
LAB,LAB,0.3,5,10,10,0,0,5,5
LAB,NZF,0.77,0,9,7,1,0,8,1
NAT,NAT,3.57,8,3,0,0,4,5,0
NAT,LAB,0.29,7,7,1,2,3,5,7
NAT,NAT,0.26,8,1,0,0,5,0,2
LAB,LAB,0.98,5,5,5,4,4,5,7
NAT,NAT,0.62,6,4,1,3,3,3,5
NAT,LAB,0.34,10,5,4,4,7,0,0
NAT,NAT,0.67,8,0,3,0,3,0,0
NAT,LAB,0.88,9,5,5,5,5,4,5
NAT,NZF,2.91,10,6,6,6,8,0,4
NAT,NAT,0.86,10,1,0,0,5,1,0
NAT,DK,0.33,0,0,0,0,0,0,0
NAT,NAT,0.26,10,2,2,5,10,2,6
LAB,LAB,0.98,5,10,0,0,0,0,0
NAT,NAT,0.53,8,4,0,0,0,5,8
NAT,NAT,0.77,10,7,5,6,8,7,5
LAB,LAB,0.98,3,9,1,2,0,7,4
GRN,GRN,0.38,8,6,3,1,0,10,6
NZF,LAB,0.79,5,5,5,0,0,5,0
LAB,LAB,0.34,0,10,0,0,0,2,7
No Vote,LAB,3.05,5,5,0,0,0,0,0
NAT,NAT,0.29,7,3,0,5,3,9,5
LAB,LAB,1.44,5,8,4,0,5,6,0
NAT,NAT,1.21,10,3,5,0,4,2,0
NAT,NAT,1.52,8,1,4,4,7,2,6
NAT,NAT,0.17,9,0,0,0,9,3,0
MAO,LAB,0.59,6,7,2,5,4,5,8
NAT,NAT,0.38,10,1,1,3,4,3,3
LAB,No Vote,0.89,4,8,2,7,0,0,0
No Vote,NAT,0.39,8,8,0,6,5,6,5
NAT,NAT,0.86,8,3,3,4,6,0,1
LAB,LAB,1.62,8,9,8,5,6,7,5
LAB,LAB,0.47,1,9,1,3,0,5,3
NAT,NAT,0.35,9,2,0,5,5,0,5
NAT,LAB,0.35,10,1,5,1,5,0,2
NAT,NAT,1.8,8,4,3,3,7,4,3
NAT,NAT,1,9,2,1,5,7,2,7
GRN,LAB,0.96,7,7,5,5,5,8,5
LAB,LAB,0.6,3,10,0,1,2,9,5
NAT,NAT,0.67,10,0,0,5,7,2,5
NAT,LAB,0.35,8,4,7,0,0,1,0
NAT,NAT,0.67,8,8,1,5,5,5,2
NAT,NAT,0.62,9,1,1,7,0,0,5
NAT,NAT,0.35,10,0,4,0,7,0,3
LAB,LAB,0.6,0,10,9,0,0,9,9
LAB,LAB,0.34,5,10,7,0,0,5,7
LAB,LAB,0.37,6,8,1,0,5,5,0
LAB,LAB,0.69,5,10,5,5,0,10,10
LAB,LAB,1.32,0,0,0,0,0,0,0
NAT,NAT,2.91,8,2,7,9,6,3,6
NAT,NAT,0.38,8,4,1,1,4,8,4
ACT,ACT,0.93,8,0,0,0,8,1,6
NAT,NAT,0.33,9,1,4,0,5,0,4
NAT,NAT,0.34,8,7,5,7,5,5,0
NAT,NAT,0.62,8,7,2,2,2,5,4
NAT,NAT,0.34,7,4,2,2,2,2,5
NAT,DK,0.77,7,0,5,5,6,0,6
NAT,NAT,0.32,8,6,0,3,5,0,3
LAB,LAB,0.79,5,7,0,0,5,7,5
NAT,LAB,1.65,8,6,0,1,4,5,3
